value,entry_index,width,count
26,146,2,7
26,146,4,3
26,147,2,2
26,147,4,1
26,148,2,4
26,148,4,3
26,149,2,4
26,149,4,3
26,150,2,5
26,150,4,4
26,152,2,2
26,152,4,1
26,153,2,2
26,153,4,1
26,154,2,2
26,154,4,1
26,155,2,2
26,155,4,1
26,156,2,2
26,156,4,1
26,157,2,2
26,157,4,1
26,158,2,2
26,158,4,1
26,159,2,2
26,159,4,1
26,160,2,2
26,160,4,1
26,161,2,8
26,161,4,7
26,162,2,2
26,162,4,1
26,163,2,2
26,163,4,1
26,164,2,4
26,164,4,3
26,165,2,2
26,165,4,1
26,166,2,2
26,166,4,1
26,167,2,2
26,167,4,1
26,168,2,4
26,168,4,3
26,169,2,2
26,169,4,1
26,170,2,2
26,170,4,1
26,171,2,2
26,171,4,1
26,172,2,2
26,172,4,1
26,173,2,2
26,173,4,1
26,174,2,2
26,174,4,1
26,175,2,2
26,175,4,1
26,176,2,2
26,176,4,1
26,177,2,2
26,177,4,1
26,178,2,2
26,178,4,1
26,179,2,2
26,179,4,1
26,180,2,2
26,180,4,1
26,181,2,2
26,181,4,1
26,182,2,2
26,182,4,1
26,187,2,1
26,187,4,1
26,199,2,1
26,199,4,1
26,204,2,3
26,204,4,1
26,206,2,2
26,206,4,1
26,207,2,21
26,207,4,16
26,208,2,4
26,208,4,2
26,209,2,6
26,209,4,3
26,210,2,3
26,210,4,2
26,211,2,2
26,211,4,1
26,212,2,19
26,212,4,17
26,213,2,1
26,213,4,1
26,214,2,2
26,214,4,1
26,215,2,15
26,215,4,14
26,216,2,5
26,216,4,3
26,217,2,5
26,217,4,4
26,218,2,9
26,218,4,5
26,219,2,6
26,219,4,3
26,220,2,7
26,220,4,6
26,221,2,10
26,221,4,8
26,222,2,9
26,222,4,7
26,223,2,9
26,223,4,2
26,224,2,13
26,224,4,12
26,225,2,11
26,225,4,9
26,226,2,10
26,226,4,3
26,227,2,2
26,227,4,1
26,228,2,4
26,228,4,3
26,229,2,7
26,229,4,6
26,230,2,2
26,230,4,1
26,231,2,5
26,231,4,3
26,232,2,3
26,232,4,2
26,233,2,3
26,233,4,2
26,234,2,17
26,234,4,14
26,235,2,19
26,235,4,18
26,236,2,2
26,236,4,1
26,237,2,5
26,237,4,1
26,238,2,1
26,239,2,5
26,239,4,3
26,240,2,6
26,240,4,4
26,242,2,22
26,242,4,21
26,243,2,7
26,243,4,3
26,244,2,8
26,244,4,7
26,245,2,4
26,245,4,3
26,246,2,4
26,246,4,3
26,247,2,76
26,247,4,74
26,248,2,9
26,248,4,2
26,250,2,3
26,250,4,1
26,251,2,10
26,251,4,1
26,252,2,5
26,252,4,4
26,254,2,4
26,254,4,3
26,255,2,8
26,255,4,4
26,258,2,16
26,258,4,15
26,263,2,7
26,263,4,6
26,264,2,3
26,264,4,2
26,265,2,1
26,265,4,1
26,271,2,2
26,275,2,1
26,278,2,1
26,278,4,1
26,284,2,1
26,285,2,1
26,285,4,1
26,286,2,2
26,288,2,2
26,293,2,1
26,293,4,1
26,295,2,1
26,305,2,1
26,305,4,1
26,330,2,1
26,330,4,1
26,333,2,1
26,338,2,1
26,338,4,1
26,370,2,1
26,370,4,1
26,377,2,1
26,467,2,1
26,467,4,1
26,473,2,2
26,477,2,1
26,505,2,1
26,541,2,1
26,541,4,1
26,551,2,1
26,551,4,1
26,574,2,1
26,574,4,1
26,598,2,1
26,2426,2,20
26,2426,4,7
26,2427,2,20
26,2428,2,22
26,2428,4,1
26,2429,2,38
26,2430,2,3
26,2431,2,1
26,2432,2,4
26,2435,2,4
26,2435,4,4
26,2436,2,1
26,2437,2,2
26,2438,2,1
26,2439,2,2
26,2441,2,2
26,2442,2,2
26,2443,2,2
26,2444,2,2
26,2445,2,1
26,2446,2,2
26,2447,2,2
26,2448,2,2
26,2451,2,3
26,2451,4,3
26,2452,2,3
26,2452,4,3
26,2453,2,66
26,2453,4,1
26,2454,2,2
26,2455,2,10
26,2455,4,10
26,2456,2,4
26,2457,2,27
26,2457,4,1
26,2458,2,2
26,2459,2,2
26,2460,2,12
26,2460,4,3
26,2476,2,13
26,2477,2,4
26,2478,2,8
26,2478,4,1
26,2480,2,19
26,2480,4,1
26,2483,2,18
26,2484,2,2
26,2484,4,2
26,2485,2,4
26,2486,2,14
26,2487,2,41
26,2488,2,12
26,2488,4,6
26,2489,2,21
26,2489,4,1
26,2490,2,12
26,2491,2,16
26,2492,2,9
26,2493,2,7
26,2494,2,8
26,2495,2,3
26,2496,2,23
26,2497,2,20
26,2497,4,7
26,2498,2,6
26,2499,2,47
26,2499,4,4
26,2500,2,32
26,2501,2,3
26,2502,2,22
26,2502,4,6
26,2503,2,5
26,2503,4,3
26,2504,2,8
26,2505,2,48
26,2505,4,10
26,2506,2,1
26,2507,2,54
26,2507,4,9
26,2508,2,17
26,2508,4,4
26,2509,2,13
26,2510,2,75
26,2510,4,18
26,2511,2,10
26,2526,2,2
26,2526,4,2
26,2528,2,2
26,2528,4,2
26,2529,2,4
26,2529,4,4
26,2530,2,1
26,2532,2,1
26,2533,2,1
26,2533,4,1
26,2534,2,2
26,2534,4,2
26,2536,2,1
26,2537,2,2
26,2537,4,2
26,2538,2,1
26,2538,4,1
26,2539,2,3
26,2539,4,3
26,2540,2,1
26,2540,4,1
26,2546,2,7
26,2547,2,13
26,2547,4,8
26,2548,2,11
26,2548,4,6
26,2549,2,5
26,2550,2,13
26,2551,2,9
26,2552,2,9
26,2553,2,9
26,2554,2,52
26,2554,4,1
26,2555,2,52
26,2555,4,1
26,2556,2,52
26,2556,4,1
26,2557,2,19
26,2558,2,19
26,2559,2,19
26,2560,2,19
26,2563,2,45
26,2577,2,2
26,2578,2,1
26,2579,2,22
26,2580,2,8
26,2581,2,2
26,2581,4,1
26,2583,2,15
26,2585,2,11
26,2586,2,15
26,2627,2,1
26,2627,4,1
26,2630,2,2
26,2630,4,1
26,2651,2,1
26,2651,4,1
26,2652,2,1
26,2652,4,1
26,2657,2,1
26,2684,2,1
26,2684,4,1
26,2802,2,1
26,2803,2,1
26,2807,2,8
26,2807,4,8
26,2809,2,5
26,2809,4,5
26,2810,2,1
26,2811,2,2
26,2811,4,2
26,2812,2,2
26,2814,2,25
26,2815,2,14
26,2829,2,1
26,2886,2,2
26,2886,4,1
26,2895,2,1
26,2895,4,1
292,52,2,64
292,52,4,64
292,54,2,7
292,54,4,7
292,59,2,7
292,59,4,7
292,62,2,43
292,62,4,43
292,64,2,1
292,64,4,1
292,73,2,1
292,73,4,1
292,74,2,8
292,74,4,8
292,90,2,2
292,90,4,2
292,113,2,1
292,113,4,1
292,150,2,1
292,150,4,1
292,164,2,1
292,164,4,1
292,252,2,1
292,252,4,1
292,2427,2,1
292,2429,2,3
292,2431,2,6
292,2431,4,6
292,2453,2,3
292,2455,2,2
292,2459,2,3
292,2460,2,1
292,2476,2,1
292,2481,2,1
292,2511,2,1
292,2526,2,1
292,2530,2,1
292,2532,2,1
292,2538,2,1
292,2547,2,1
292,2549,2,5
292,2549,4,5
292,2550,2,2
292,2557,2,15
292,2558,2,15
292,2559,2,15
292,2560,2,15
292,2579,2,1
292,2586,2,1
292,2672,2,1
292,2672,4,1
292,2812,2,1
292,2812,4,1
308,32,2,1
308,35,2,2
308,42,2,776
308,52,2,437
308,52,4,436
308,54,2,4
308,54,4,4
308,59,2,9
308,66,2,2
308,72,2,1
308,72,4,1
308,84,2,1
308,84,4,1
308,119,2,1
308,119,4,1
308,131,2,1
308,131,4,1
308,136,2,1
308,136,4,1
308,218,2,1
308,218,4,1
308,222,2,1
308,222,4,1
308,229,2,1
308,229,4,1
308,2427,2,4
308,2427,4,4
308,2453,2,3
308,2453,4,2
308,2459,2,2
308,2460,2,8
308,2460,4,8
308,2482,2,1
308,2510,2,3
308,2547,2,3
308,2549,2,4
308,2549,4,4
308,2550,2,1
308,2585,2,1
308,2585,4,1
308,2832,2,1
308,2832,4,1
308,2895,2,1
308,2895,4,1
699,32,2,1
699,52,2,4
699,52,4,4
699,81,2,11
699,81,4,11
699,115,2,11
699,115,4,11
699,162,2,11
699,162,4,11
699,163,2,11
699,163,4,11
699,164,2,11
699,164,4,11
699,165,2,11
699,165,4,11
699,166,2,11
699,166,4,11
699,167,2,11
699,167,4,11
699,168,2,11
699,168,4,11
699,169,2,11
699,169,4,11
699,170,2,11
699,170,4,11
699,220,2,11
699,220,4,11
699,236,2,11
699,236,4,11
699,241,2,11
699,241,4,11
699,2480,2,1
699,2487,2,1
911,29,2,9
911,29,4,9
911,52,2,1
911,52,4,1
911,59,2,15
911,59,4,15
911,60,2,1
911,60,4,1
911,61,2,1
911,61,4,1
911,62,2,1
911,62,4,1
911,63,2,1
911,63,4,1
911,77,2,1
911,77,4,1
911,85,2,1
911,85,4,1
911,88,2,1
911,88,4,1
911,90,2,1
911,90,4,1
911,95,2,1
911,95,4,1
911,101,2,1
911,101,4,1
911,103,2,1
911,103,4,1
911,104,2,1
911,104,4,1
911,108,2,1
911,108,4,1
911,207,2,1
911,207,4,1
911,238,2,1
911,238,4,1
911,2490,2,2
4713,32,2,3
4713,59,2,1
4713,59,4,1
4713,60,2,3
4713,60,4,3
4713,71,2,15
4713,71,4,15
4713,2492,2,2
4713,2492,4,2
